"id","providerId","utcStartTime","status","compSeason.id","compSeason.providerId","compSeason.name","compSeason.shortName","compSeason.currentRoundNumber","round.id","round.providerId","round.abbreviation","round.name","round.roundNumber","round.byes","home.team.id","home.team.providerId","home.team.name","home.team.abbreviation","home.team.nickname","home.team.teamType","home.team.club.id","home.team.club.providerId","home.team.club.name","home.team.club.abbreviation","home.team.club.nickname","home.score.goals","home.score.behinds","home.score.totalScore","home.score.superGoals","away.team.id","away.team.providerId","away.team.name","away.team.abbreviation","away.team.nickname","away.team.teamType","away.team.club.id","away.team.club.providerId","away.team.club.name","away.team.club.abbreviation","away.team.club.nickname","away.score.goals","away.score.behinds","away.score.totalScore","away.score.superGoals","venue.id","venue.providerId","venue.name","venue.abbreviation","venue.location","venue.state","venue.timezone","metadata.ticket_link","compSeason.year"
3943,"CD_M20220141602","2022-06-30T09:20:00.000+0000","SCHEDULED",43,"CD_S2022014","2022 Toyota AFL Premiership","Premiership",11,603,"CD_R202201416","Rd 16","Round 16",16,"",2,"CD_T20","Brisbane Lions","BL","Lions","MEN",13,"CD_O3","Brisbane Lions","Lions","Lions",NA,NA,NA,NA,8,"CD_T140","Western Bulldogs","WB","Bulldogs","MEN",25,"CD_O31","Western Bulldogs","Bulldogs","Bulldogs",NA,NA,NA,NA,22,"CD_V20","Gabba","G","Brisbane","QLD","Australia/Brisbane",NA,2022
3942,"CD_M20220141603","2022-07-01T09:50:00.000+0000","SCHEDULED",43,"CD_S2022014","2022 Toyota AFL Premiership","Premiership",11,603,"CD_R202201416","Rd 16","Round 16",16,"",5,"CD_T30","Carlton","CARL","Blues","MEN",1,"CD_O5","Carlton","Blues","Blues",NA,NA,NA,NA,11,"CD_T130","St Kilda","STK","Saints","MEN",21,"CD_O27","St Kilda","Saints","Saints",NA,NA,NA,NA,3,"CD_V190","Marvel Stadium","MRVL","Melbourne","VIC","Australia/Melbourne",NA,2022
3941,"CD_M20220141604","2022-07-02T03:45:00.000+0000","SCHEDULED",43,"CD_S2022014","2022 Toyota AFL Premiership","Premiership",11,603,"CD_R202201416","Rd 16","Round 16",16,"",12,"CD_T50","Essendon","ESS","Bombers","MEN",10,"CD_O9","Essendon","Bombers","Bombers",NA,NA,NA,NA,13,"CD_T160","Sydney Swans","SYD","Swans","MEN",24,"CD_O28","Sydney Swans","Swans","Swans",NA,NA,NA,NA,13,"CD_V40","MCG","MCG","Melbourne","VIC","Australia/Melbourne",NA,2022
3938,"CD_M20220141601","2022-07-02T06:35:00.000+0000","SCHEDULED",43,"CD_S2022014","2022 Toyota AFL Premiership","Premiership",11,603,"CD_R202201416","Rd 16","Round 16",16,"",1,"CD_T10","Adelaide Crows","ADEL","Crows","MEN",3,"CD_O1","Adelaide Crows","Crows","Crows",NA,NA,NA,NA,17,"CD_T90","Melbourne","MELB","Demons","MEN",14,"CD_O18","Melbourne","Demons","Demons",NA,NA,NA,NA,31,"CD_V6","Adelaide Oval","AO","Adelaide","SA","Australia/Adelaide",NA,2022
3937,"CD_M20220141606","2022-07-02T09:25:00.000+0000","SCHEDULED",43,"CD_S2022014","2022 Toyota AFL Premiership","Premiership",11,603,"CD_R202201416","Rd 16","Round 16",16,"",10,"CD_T70","Geelong Cats","GEEL","Cats","MEN",15,"CD_O11","Geelong Cats","Cats","Cats",NA,NA,NA,NA,6,"CD_T100","North Melbourne","NMFC","Kangaroos","MEN",20,"CD_O20","North Melbourne","Kangaroos","Kangaroos",NA,NA,NA,NA,15,"CD_V30","GMHBA Stadium","GMHBA","Geelong","VIC","Australia/Melbourne",NA,2022
3936,"CD_M20220141607","2022-07-02T09:25:00.000+0000","SCHEDULED",43,"CD_S2022014","2022 Toyota AFL Premiership","Premiership",11,603,"CD_R202201416","Rd 16","Round 16",16,"",4,"CD_T1000","Gold Coast Suns","GCFC","Suns","MEN",9,"CD_O14","Gold Coast Suns","Suns","Suns",NA,NA,NA,NA,3,"CD_T40","Collingwood","COLL","Magpies","MEN",12,"CD_O6","Collingwood","Magpies","Magpies",NA,NA,NA,NA,11,"CD_V81","Metricon Stadium","MS","Gold Coast","QLD","Australia/Brisbane",NA,2022
3940,"CD_M20220141609","2022-07-03T04:10:00.000+0000","SCHEDULED",43,"CD_S2022014","2022 Toyota AFL Premiership","Premiership",11,603,"CD_R202201416","Rd 16","Round 16",16,"",16,"CD_T120","Richmond","RICH","Tigers","MEN",22,"CD_O25","Richmond","Tigers","Tigers",NA,NA,NA,NA,18,"CD_T150","West Coast Eagles","WCE","Eagles","MEN",23,"CD_O30","West Coast Eagles","Eagles","Eagles",NA,NA,NA,NA,13,"CD_V40","MCG","MCG","Melbourne","VIC","Australia/Melbourne",NA,2022
3935,"CD_M20220141608","2022-07-03T05:20:00.000+0000","SCHEDULED",43,"CD_S2022014","2022 Toyota AFL Premiership","Premiership",11,603,"CD_R202201416","Rd 16","Round 16",16,"",15,"CD_T1010","GWS Giants","GWS","Giants","MEN",5,"CD_O16","GWS Giants","Giants","Giants",NA,NA,NA,NA,9,"CD_T80","Hawthorn","HAW","Hawks","MEN",16,"CD_O17","Hawthorn","Hawks","Hawks",NA,NA,NA,NA,8,"CD_V43","GIANTS Stadium","GS","Sydney","NSW","Australia/Sydney",NA,2022
3939,"CD_M20220141605","2022-07-03T07:20:00.000+0000","SCHEDULED",43,"CD_S2022014","2022 Toyota AFL Premiership","Premiership",11,603,"CD_R202201416","Rd 16","Round 16",16,"",14,"CD_T60","Fremantle","FRE","Dockers","MEN",6,"CD_O10","Fremantle","Dockers","Dockers",NA,NA,NA,NA,7,"CD_T110","Port Adelaide","PORT","Power","MEN",19,"CD_O24","Port Adelaide","Power","Power",NA,NA,NA,NA,65,"CD_V2925","Optus Stadium","OS","Perth","WA","Australia/Perth",NA,2022
3949,"CD_M20220141703","2022-07-07T09:20:00.000+0000","SCHEDULED",43,"CD_S2022014","2022 Toyota AFL Premiership","Premiership",11,604,"CD_R202201417","Rd 17","Round 17",17,"",10,"CD_T70","Geelong Cats","GEEL","Cats","MEN",15,"CD_O11","Geelong Cats","Cats","Cats",NA,NA,NA,NA,17,"CD_T90","Melbourne","MELB","Demons","MEN",14,"CD_O18","Melbourne","Demons","Demons",NA,NA,NA,NA,15,"CD_V30","GMHBA Stadium","GMHBA","Geelong","VIC","Australia/Melbourne",NA,2022
3950,"CD_M20220141708","2022-07-08T09:50:00.000+0000","SCHEDULED",43,"CD_S2022014","2022 Toyota AFL Premiership","Premiership",11,604,"CD_R202201417","Rd 17","Round 17",17,"",13,"CD_T160","Sydney Swans","SYD","Swans","MEN",24,"CD_O28","Sydney Swans","Swans","Swans",NA,NA,NA,NA,8,"CD_T140","Western Bulldogs","WB","Bulldogs","MEN",25,"CD_O31","Western Bulldogs","Bulldogs","Bulldogs",NA,NA,NA,NA,9,"CD_V60","SCG","SCG","Sydney","NSW","Australia/Sydney",NA,2022
3948,"CD_M20220141702","2022-07-09T03:45:00.000+0000","SCHEDULED",43,"CD_S2022014","2022 Toyota AFL Premiership","Premiership",11,604,"CD_R202201417","Rd 17","Round 17",17,"",3,"CD_T40","Collingwood","COLL","Magpies","MEN",12,"CD_O6","Collingwood","Magpies","Magpies",NA,NA,NA,NA,6,"CD_T100","North Melbourne","NMFC","Kangaroos","MEN",20,"CD_O20","North Melbourne","Kangaroos","Kangaroos",NA,NA,NA,NA,13,"CD_V40","MCG","MCG","Melbourne","VIC","Australia/Melbourne",NA,2022
3951,"CD_M20220141704","2022-07-09T06:35:00.000+0000","SCHEDULED",43,"CD_S2022014","2022 Toyota AFL Premiership","Premiership",11,604,"CD_R202201417","Rd 17","Round 17",17,"",4,"CD_T1000","Gold Coast Suns","GCFC","Suns","MEN",9,"CD_O14","Gold Coast Suns","Suns","Suns",NA,NA,NA,NA,16,"CD_T120","Richmond","RICH","Tigers","MEN",22,"CD_O25","Richmond","Tigers","Tigers",NA,NA,NA,NA,11,"CD_V81","Metricon Stadium","MS","Gold Coast","QLD","Australia/Brisbane",NA,2022
3947,"CD_M20220141707","2022-07-09T09:25:00.000+0000","SCHEDULED",43,"CD_S2022014","2022 Toyota AFL Premiership","Premiership",11,604,"CD_R202201417","Rd 17","Round 17",17,"",11,"CD_T130","St Kilda","STK","Saints","MEN",21,"CD_O27","St Kilda","Saints","Saints",NA,NA,NA,NA,14,"CD_T60","Fremantle","FRE","Dockers","MEN",6,"CD_O10","Fremantle","Dockers","Dockers",NA,NA,NA,NA,3,"CD_V190","Marvel Stadium","MRVL","Melbourne","VIC","Australia/Melbourne",NA,2022
3953,"CD_M20220141706","2022-07-09T09:30:00.000+0000","SCHEDULED",43,"CD_S2022014","2022 Toyota AFL Premiership","Premiership",11,604,"CD_R202201417","Rd 17","Round 17",17,"",7,"CD_T110","Port Adelaide","PORT","Power","MEN",19,"CD_O24","Port Adelaide","Power","Power",NA,NA,NA,NA,15,"CD_T1010","GWS Giants","GWS","Giants","MEN",5,"CD_O16","GWS Giants","Giants","Giants",NA,NA,NA,NA,31,"CD_V6","Adelaide Oval","AO","Adelaide","SA","Australia/Adelaide",NA,2022
3946,"CD_M20220141701","2022-07-10T03:10:00.000+0000","SCHEDULED",43,"CD_S2022014","2022 Toyota AFL Premiership","Premiership",11,604,"CD_R202201417","Rd 17","Round 17",17,"",2,"CD_T20","Brisbane Lions","BL","Lions","MEN",13,"CD_O3","Brisbane Lions","Lions","Lions",NA,NA,NA,NA,12,"CD_T50","Essendon","ESS","Bombers","MEN",10,"CD_O9","Essendon","Bombers","Bombers",NA,NA,NA,NA,22,"CD_V20","Gabba","G","Brisbane","QLD","Australia/Brisbane",NA,2022
3945,"CD_M20220141705","2022-07-10T05:20:00.000+0000","SCHEDULED",43,"CD_S2022014","2022 Toyota AFL Premiership","Premiership",11,604,"CD_R202201417","Rd 17","Round 17",17,"",9,"CD_T80","Hawthorn","HAW","Hawks","MEN",16,"CD_O17","Hawthorn","Hawks","Hawks",NA,NA,NA,NA,1,"CD_T10","Adelaide Crows","ADEL","Crows","MEN",3,"CD_O1","Adelaide Crows","Crows","Crows",NA,NA,NA,NA,3,"CD_V190","Marvel Stadium","MRVL","Melbourne","VIC","Australia/Melbourne",NA,2022
3944,"CD_M20220141709","2022-07-10T06:40:00.000+0000","SCHEDULED",43,"CD_S2022014","2022 Toyota AFL Premiership","Premiership",11,604,"CD_R202201417","Rd 17","Round 17",17,"",18,"CD_T150","West Coast Eagles","WCE","Eagles","MEN",23,"CD_O30","West Coast Eagles","Eagles","Eagles",NA,NA,NA,NA,5,"CD_T30","Carlton","CARL","Blues","MEN",1,"CD_O5","Carlton","Blues","Blues",NA,NA,NA,NA,65,"CD_V2925","Optus Stadium","OS","Perth","WA","Australia/Perth",NA,2022
3959,"CD_M20220141809","2022-07-15T09:50:00.000+0000","SCHEDULED",43,"CD_S2022014","2022 Toyota AFL Premiership","Premiership",11,605,"CD_R202201418","Rd 18","Round 18",18,"",8,"CD_T140","Western Bulldogs","WB","Bulldogs","MEN",25,"CD_O31","Western Bulldogs","Bulldogs","Bulldogs",NA,NA,NA,NA,11,"CD_T130","St Kilda","STK","Saints","MEN",21,"CD_O27","St Kilda","Saints","Saints",NA,NA,NA,NA,3,"CD_V190","Marvel Stadium","MRVL","Melbourne","VIC","Australia/Melbourne",NA,2022
3954,"CD_M20220141801","2022-07-16T03:45:00.000+0000","SCHEDULED",43,"CD_S2022014","2022 Toyota AFL Premiership","Premiership",11,605,"CD_R202201418","Rd 18","Round 18",18,"",1,"CD_T10","Adelaide Crows","ADEL","Crows","MEN",3,"CD_O1","Adelaide Crows","Crows","Crows",NA,NA,NA,NA,3,"CD_T40","Collingwood","COLL","Magpies","MEN",12,"CD_O6","Collingwood","Magpies","Magpies",NA,NA,NA,NA,31,"CD_V6","Adelaide Oval","AO","Adelaide","SA","Australia/Adelaide",NA,2022
3952,"CD_M20220141805","2022-07-16T03:45:00.000+0000","SCHEDULED",43,"CD_S2022014","2022 Toyota AFL Premiership","Premiership",11,605,"CD_R202201418","Rd 18","Round 18",18,"",15,"CD_T1010","GWS Giants","GWS","Giants","MEN",5,"CD_O16","GWS Giants","Giants","Giants",NA,NA,NA,NA,2,"CD_T20","Brisbane Lions","BL","Lions","MEN",13,"CD_O3","Brisbane Lions","Lions","Lions",NA,NA,NA,NA,5,"CD_V150","Manuka Oval","MO","Canberra","ACT","Australia/Canberra",NA,2022
3957,"CD_M20220141808","2022-07-16T06:35:00.000+0000","SCHEDULED",43,"CD_S2022014","2022 Toyota AFL Premiership","Premiership",11,605,"CD_R202201418","Rd 18","Round 18",18,"",6,"CD_T100","North Melbourne","NMFC","Kangaroos","MEN",20,"CD_O20","North Melbourne","Kangaroos","Kangaroos",NA,NA,NA,NA,16,"CD_T120","Richmond","RICH","Tigers","MEN",22,"CD_O25","Richmond","Tigers","Tigers",NA,NA,NA,NA,3,"CD_V190","Marvel Stadium","MRVL","Melbourne","VIC","Australia/Melbourne",NA,2022
3955,"CD_M20220141802","2022-07-16T09:25:00.000+0000","SCHEDULED",43,"CD_S2022014","2022 Toyota AFL Premiership","Premiership",11,605,"CD_R202201418","Rd 18","Round 18",18,"",5,"CD_T30","Carlton","CARL","Blues","MEN",1,"CD_O5","Carlton","Blues","Blues",NA,NA,NA,NA,10,"CD_T70","Geelong Cats","GEEL","Cats","MEN",15,"CD_O11","Geelong Cats","Cats","Cats",NA,NA,NA,NA,13,"CD_V40","MCG","MCG","Melbourne","VIC","Australia/Melbourne",NA,2022
3958,"CD_M20220141804","2022-07-16T09:30:00.000+0000","SCHEDULED",43,"CD_S2022014","2022 Toyota AFL Premiership","Premiership",11,605,"CD_R202201418","Rd 18","Round 18",18,"",14,"CD_T60","Fremantle","FRE","Dockers","MEN",6,"CD_O10","Fremantle","Dockers","Dockers",NA,NA,NA,NA,13,"CD_T160","Sydney Swans","SYD","Swans","MEN",24,"CD_O28","Sydney Swans","Swans","Swans",NA,NA,NA,NA,65,"CD_V2925","Optus Stadium","OS","Perth","WA","Australia/Perth",NA,2022
3960,"CD_M20220141806","2022-07-17T03:10:00.000+0000","SCHEDULED",43,"CD_S2022014","2022 Toyota AFL Premiership","Premiership",11,605,"CD_R202201418","Rd 18","Round 18",18,"",9,"CD_T80","Hawthorn","HAW","Hawks","MEN",16,"CD_O17","Hawthorn","Hawks","Hawks",NA,NA,NA,NA,18,"CD_T150","West Coast Eagles","WCE","Eagles","MEN",23,"CD_O30","West Coast Eagles","Eagles","Eagles",NA,NA,NA,NA,13,"CD_V40","MCG","MCG","Melbourne","VIC","Australia/Melbourne",NA,2022
3956,"CD_M20220141807","2022-07-17T05:20:00.000+0000","SCHEDULED",43,"CD_S2022014","2022 Toyota AFL Premiership","Premiership",11,605,"CD_R202201418","Rd 18","Round 18",18,"",17,"CD_T90","Melbourne","MELB","Demons","MEN",14,"CD_O18","Melbourne","Demons","Demons",NA,NA,NA,NA,7,"CD_T110","Port Adelaide","PORT","Power","MEN",19,"CD_O24","Port Adelaide","Power","Power",NA,NA,NA,NA,21,"CD_V386","TIO Traeger Park","TP","Alice Springs","NT","Australia/Darwin",NA,2022
3961,"CD_M20220141803","2022-07-17T06:40:00.000+0000","SCHEDULED",43,"CD_S2022014","2022 Toyota AFL Premiership","Premiership",11,605,"CD_R202201418","Rd 18","Round 18",18,"",12,"CD_T50","Essendon","ESS","Bombers","MEN",10,"CD_O9","Essendon","Bombers","Bombers",NA,NA,NA,NA,4,"CD_T1000","Gold Coast Suns","GCFC","Suns","MEN",9,"CD_O14","Gold Coast Suns","Suns","Suns",NA,NA,NA,NA,3,"CD_V190","Marvel Stadium","MRVL","Melbourne","VIC","Australia/Melbourne",NA,2022
3964,"CD_M20220141906","2022-07-22T09:50:00.000+0000","SCHEDULED",43,"CD_S2022014","2022 Toyota AFL Premiership","Premiership",11,606,"CD_R202201419","Rd 19","Round 19",19,"",16,"CD_T120","Richmond","RICH","Tigers","MEN",22,"CD_O25","Richmond","Tigers","Tigers",NA,NA,NA,NA,14,"CD_T60","Fremantle","FRE","Dockers","MEN",6,"CD_O10","Fremantle","Dockers","Dockers",NA,NA,NA,NA,3,"CD_V190","Marvel Stadium","MRVL","Melbourne","VIC","Australia/Melbourne",NA,2022
3966,"CD_M20220141904","2022-07-23T03:45:00.000+0000","SCHEDULED",43,"CD_S2022014","2022 Toyota AFL Premiership","Premiership",11,606,"CD_R202201419","Rd 19","Round 19",19,"",6,"CD_T100","North Melbourne","NMFC","Kangaroos","MEN",20,"CD_O20","North Melbourne","Kangaroos","Kangaroos",NA,NA,NA,NA,9,"CD_T80","Hawthorn","HAW","Hawks","MEN",16,"CD_O17","Hawthorn","Hawks","Hawks",NA,NA,NA,NA,7,"CD_V2","Blundstone Arena","BA","Hobart","TAS","Australia/Hobart",NA,2022
3962,"CD_M20220141907","2022-07-23T03:45:00.000+0000","SCHEDULED",43,"CD_S2022014","2022 Toyota AFL Premiership","Premiership",11,606,"CD_R202201419","Rd 19","Round 19",19,"",13,"CD_T160","Sydney Swans","SYD","Swans","MEN",24,"CD_O28","Sydney Swans","Swans","Swans",NA,NA,NA,NA,1,"CD_T10","Adelaide Crows","ADEL","Crows","MEN",3,"CD_O1","Adelaide Crows","Crows","Crows",NA,NA,NA,NA,9,"CD_V60","SCG","SCG","Sydney","NSW","Australia/Sydney",NA,2022
3965,"CD_M20220141905","2022-07-23T06:35:00.000+0000","SCHEDULED",43,"CD_S2022014","2022 Toyota AFL Premiership","Premiership",11,606,"CD_R202201419","Rd 19","Round 19",19,"",7,"CD_T110","Port Adelaide","PORT","Power","MEN",19,"CD_O24","Port Adelaide","Power","Power",NA,NA,NA,NA,10,"CD_T70","Geelong Cats","GEEL","Cats","MEN",15,"CD_O11","Geelong Cats","Cats","Cats",NA,NA,NA,NA,31,"CD_V6","Adelaide Oval","AO","Adelaide","SA","Australia/Adelaide",NA,2022
3969,"CD_M20220141901","2022-07-23T09:10:00.000+0000","SCHEDULED",43,"CD_S2022014","2022 Toyota AFL Premiership","Premiership",11,606,"CD_R202201419","Rd 19","Round 19",19,"",2,"CD_T20","Brisbane Lions","BL","Lions","MEN",13,"CD_O3","Brisbane Lions","Lions","Lions",NA,NA,NA,NA,4,"CD_T1000","Gold Coast Suns","GCFC","Suns","MEN",9,"CD_O14","Gold Coast Suns","Suns","Suns",NA,NA,NA,NA,22,"CD_V20","Gabba","G","Brisbane","QLD","Australia/Brisbane",NA,2022
3968,"CD_M20220141909","2022-07-23T09:25:00.000+0000","SCHEDULED",43,"CD_S2022014","2022 Toyota AFL Premiership","Premiership",11,606,"CD_R202201419","Rd 19","Round 19",19,"",8,"CD_T140","Western Bulldogs","WB","Bulldogs","MEN",25,"CD_O31","Western Bulldogs","Bulldogs","Bulldogs",NA,NA,NA,NA,17,"CD_T90","Melbourne","MELB","Demons","MEN",14,"CD_O18","Melbourne","Demons","Demons",NA,NA,NA,NA,3,"CD_V190","Marvel Stadium","MRVL","Melbourne","VIC","Australia/Melbourne",NA,2022
3970,"CD_M20220141902","2022-07-24T03:10:00.000+0000","SCHEDULED",43,"CD_S2022014","2022 Toyota AFL Premiership","Premiership",11,606,"CD_R202201419","Rd 19","Round 19",19,"",5,"CD_T30","Carlton","CARL","Blues","MEN",1,"CD_O5","Carlton","Blues","Blues",NA,NA,NA,NA,15,"CD_T1010","GWS Giants","GWS","Giants","MEN",5,"CD_O16","GWS Giants","Giants","Giants",NA,NA,NA,NA,3,"CD_V190","Marvel Stadium","MRVL","Melbourne","VIC","Australia/Melbourne",NA,2022
3963,"CD_M20220141903","2022-07-24T05:20:00.000+0000","SCHEDULED",43,"CD_S2022014","2022 Toyota AFL Premiership","Premiership",11,606,"CD_R202201419","Rd 19","Round 19",19,"",3,"CD_T40","Collingwood","COLL","Magpies","MEN",12,"CD_O6","Collingwood","Magpies","Magpies",NA,NA,NA,NA,12,"CD_T50","Essendon","ESS","Bombers","MEN",10,"CD_O9","Essendon","Bombers","Bombers",NA,NA,NA,NA,13,"CD_V40","MCG","MCG","Melbourne","VIC","Australia/Melbourne",NA,2022
3967,"CD_M20220141908","2022-07-24T06:40:00.000+0000","SCHEDULED",43,"CD_S2022014","2022 Toyota AFL Premiership","Premiership",11,606,"CD_R202201419","Rd 19","Round 19",19,"",18,"CD_T150","West Coast Eagles","WCE","Eagles","MEN",23,"CD_O30","West Coast Eagles","Eagles","Eagles",NA,NA,NA,NA,11,"CD_T130","St Kilda","STK","Saints","MEN",21,"CD_O27","St Kilda","Saints","Saints",NA,NA,NA,NA,65,"CD_V2925","Optus Stadium","OS","Perth","WA","Australia/Perth",NA,2022
3975,"CD_M20220142002","2022-07-29T02:00:00.000+0000","PLACEHOLDER",43,"CD_S2022014","2022 Toyota AFL Premiership","Premiership",11,607,"CD_R202201420","Rd 20","Round 20",20,"",3,"CD_T40","Collingwood","COLL","Magpies","MEN",12,"CD_O6","Collingwood","Magpies","Magpies",NA,NA,NA,NA,7,"CD_T110","Port Adelaide","PORT","Power","MEN",19,"CD_O24","Port Adelaide","Power","Power",NA,NA,NA,NA,13,"CD_V40","MCG","MCG","Melbourne","VIC","Australia/Melbourne",NA,2022
3976,"CD_M20220142003","2022-07-29T02:00:00.000+0000","PLACEHOLDER",43,"CD_S2022014","2022 Toyota AFL Premiership","Premiership",11,607,"CD_R202201420","Rd 20","Round 20",20,"",12,"CD_T50","Essendon","ESS","Bombers","MEN",10,"CD_O9","Essendon","Bombers","Bombers",NA,NA,NA,NA,6,"CD_T100","North Melbourne","NMFC","Kangaroos","MEN",20,"CD_O20","North Melbourne","Kangaroos","Kangaroos",NA,NA,NA,NA,3,"CD_V190","Marvel Stadium","MRVL","Melbourne","VIC","Australia/Melbourne",NA,2022
3978,"CD_M20220142005","2022-07-29T02:00:00.000+0000","PLACEHOLDER",43,"CD_S2022014","2022 Toyota AFL Premiership","Premiership",11,607,"CD_R202201420","Rd 20","Round 20",20,"",10,"CD_T70","Geelong Cats","GEEL","Cats","MEN",15,"CD_O11","Geelong Cats","Cats","Cats",NA,NA,NA,NA,8,"CD_T140","Western Bulldogs","WB","Bulldogs","MEN",25,"CD_O31","Western Bulldogs","Bulldogs","Bulldogs",NA,NA,NA,NA,15,"CD_V30","GMHBA Stadium","GMHBA","Geelong","VIC","Australia/Melbourne",NA,2022
3977,"CD_M20220142006","2022-07-29T02:00:00.000+0000","PLACEHOLDER",43,"CD_S2022014","2022 Toyota AFL Premiership","Premiership",11,607,"CD_R202201420","Rd 20","Round 20",20,"",4,"CD_T1000","Gold Coast Suns","GCFC","Suns","MEN",9,"CD_O14","Gold Coast Suns","Suns","Suns",NA,NA,NA,NA,18,"CD_T150","West Coast Eagles","WCE","Eagles","MEN",23,"CD_O30","West Coast Eagles","Eagles","Eagles",NA,NA,NA,NA,11,"CD_V81","Metricon Stadium","MS","Gold Coast","QLD","Australia/Brisbane",NA,2022
3971,"CD_M20220142007","2022-07-29T02:00:00.000+0000","PLACEHOLDER",43,"CD_S2022014","2022 Toyota AFL Premiership","Premiership",11,607,"CD_R202201420","Rd 20","Round 20",20,"",16,"CD_T120","Richmond","RICH","Tigers","MEN",22,"CD_O25","Richmond","Tigers","Tigers",NA,NA,NA,NA,2,"CD_T20","Brisbane Lions","BL","Lions","MEN",13,"CD_O3","Brisbane Lions","Lions","Lions",NA,NA,NA,NA,13,"CD_V40","MCG","MCG","Melbourne","VIC","Australia/Melbourne",NA,2022
3973,"CD_M20220142008","2022-07-29T02:00:00.000+0000","PLACEHOLDER",43,"CD_S2022014","2022 Toyota AFL Premiership","Premiership",11,607,"CD_R202201420","Rd 20","Round 20",20,"",11,"CD_T130","St Kilda","STK","Saints","MEN",21,"CD_O27","St Kilda","Saints","Saints",NA,NA,NA,NA,9,"CD_T80","Hawthorn","HAW","Hawks","MEN",16,"CD_O17","Hawthorn","Hawks","Hawks",NA,NA,NA,NA,3,"CD_V190","Marvel Stadium","MRVL","Melbourne","VIC","Australia/Melbourne",NA,2022
3979,"CD_M20220142009","2022-07-29T02:00:00.000+0000","PLACEHOLDER",43,"CD_S2022014","2022 Toyota AFL Premiership","Premiership",11,607,"CD_R202201420","Rd 20","Round 20",20,"",13,"CD_T160","Sydney Swans","SYD","Swans","MEN",24,"CD_O28","Sydney Swans","Swans","Swans",NA,NA,NA,NA,15,"CD_T1010","GWS Giants","GWS","Giants","MEN",5,"CD_O16","GWS Giants","Giants","Giants",NA,NA,NA,NA,9,"CD_V60","SCG","SCG","Sydney","NSW","Australia/Sydney",NA,2022
3972,"CD_M20220142001","2022-07-29T02:30:00.000+0000","PLACEHOLDER",43,"CD_S2022014","2022 Toyota AFL Premiership","Premiership",11,607,"CD_R202201420","Rd 20","Round 20",20,"",1,"CD_T10","Adelaide Crows","ADEL","Crows","MEN",3,"CD_O1","Adelaide Crows","Crows","Crows",NA,NA,NA,NA,5,"CD_T30","Carlton","CARL","Blues","MEN",1,"CD_O5","Carlton","Blues","Blues",NA,NA,NA,NA,31,"CD_V6","Adelaide Oval","AO","Adelaide","SA","Australia/Adelaide",NA,2022
3974,"CD_M20220142004","2022-07-29T04:00:00.000+0000","PLACEHOLDER",43,"CD_S2022014","2022 Toyota AFL Premiership","Premiership",11,607,"CD_R202201420","Rd 20","Round 20",20,"",14,"CD_T60","Fremantle","FRE","Dockers","MEN",6,"CD_O10","Fremantle","Dockers","Dockers",NA,NA,NA,NA,17,"CD_T90","Melbourne","MELB","Demons","MEN",14,"CD_O18","Melbourne","Demons","Demons",NA,NA,NA,NA,65,"CD_V2925","Optus Stadium","OS","Perth","WA","Australia/Perth",NA,2022
3981,"CD_M20220142101","2022-08-05T02:00:00.000+0000","PLACEHOLDER",43,"CD_S2022014","2022 Toyota AFL Premiership","Premiership",11,608,"CD_R202201421","Rd 21","Round 21",21,"",2,"CD_T20","Brisbane Lions","BL","Lions","MEN",13,"CD_O3","Brisbane Lions","Lions","Lions",NA,NA,NA,NA,5,"CD_T30","Carlton","CARL","Blues","MEN",1,"CD_O5","Carlton","Blues","Blues",NA,NA,NA,NA,22,"CD_V20","Gabba","G","Brisbane","QLD","Australia/Brisbane",NA,2022
3987,"CD_M20220142102","2022-08-05T02:00:00.000+0000","PLACEHOLDER",43,"CD_S2022014","2022 Toyota AFL Premiership","Premiership",11,608,"CD_R202201421","Rd 21","Round 21",21,"",10,"CD_T70","Geelong Cats","GEEL","Cats","MEN",15,"CD_O11","Geelong Cats","Cats","Cats",NA,NA,NA,NA,11,"CD_T130","St Kilda","STK","Saints","MEN",21,"CD_O27","St Kilda","Saints","Saints",NA,NA,NA,NA,15,"CD_V30","GMHBA Stadium","GMHBA","Geelong","VIC","Australia/Melbourne",NA,2022
3983,"CD_M20220142103","2022-08-05T02:00:00.000+0000","PLACEHOLDER",43,"CD_S2022014","2022 Toyota AFL Premiership","Premiership",11,608,"CD_R202201421","Rd 21","Round 21",21,"",15,"CD_T1010","GWS Giants","GWS","Giants","MEN",5,"CD_O16","GWS Giants","Giants","Giants",NA,NA,NA,NA,12,"CD_T50","Essendon","ESS","Bombers","MEN",10,"CD_O9","Essendon","Bombers","Bombers",NA,NA,NA,NA,8,"CD_V43","GIANTS Stadium","GS","Sydney","NSW","Australia/Sydney",NA,2022
3988,"CD_M20220142104","2022-08-05T02:00:00.000+0000","PLACEHOLDER",43,"CD_S2022014","2022 Toyota AFL Premiership","Premiership",11,608,"CD_R202201421","Rd 21","Round 21",21,"",9,"CD_T80","Hawthorn","HAW","Hawks","MEN",16,"CD_O17","Hawthorn","Hawks","Hawks",NA,NA,NA,NA,4,"CD_T1000","Gold Coast Suns","GCFC","Suns","MEN",9,"CD_O14","Gold Coast Suns","Suns","Suns",NA,NA,NA,NA,4,"CD_V200","University of Tasmania Stadium","UTAS","Launceston","TAS","Australia/Hobart",NA,2022
