"match.name","match.date","match.status","match.matchId","match.venue","match.utcStartTime","match.homeTeamId","match.awayTeamId","match.round","match.venueLocalStartTime","match.abbr","match.twitterHashTag","match.homeTeam.name","match.homeTeam.timeZone","match.homeTeam.teamId","match.homeTeam.abbr","match.homeTeam.nickname","match.awayTeam.name","match.awayTeam.timeZone","match.awayTeam.teamId","match.awayTeam.abbr","match.awayTeam.nickname","venue.address","venue.name","venue.state","venue.timeZone","venue.venueId","venue.abbreviation","venue.capacity","venue.groundDimension","venue.latitude","venue.longitude","round.name","round.year","round.roundId","round.abbreviation","round.competitionId","round.roundNumber","status","matchId","scoreWorm","scoreMap","homeTeamScoreChart","awayTeamScoreChart","lastUpdated","homeTeamScore.periodScore","homeTeamScore.rushedBehinds","homeTeamScore.minutesInFront","homeTeamScore.matchScore.totalScore","homeTeamScore.matchScore.goals","homeTeamScore.matchScore.behinds","homeTeamScore.matchScore.superGoals","awayTeamScore.periodScore","awayTeamScore.rushedBehinds","awayTeamScore.minutesInFront","awayTeamScore.matchScore.totalScore","awayTeamScore.matchScore.goals","awayTeamScore.matchScore.behinds","awayTeamScore.matchScore.superGoals","matchClock.periods","weather.description","weather.tempInCelsius","weather.weatherType"
"Carlton Vs St Kilda",2013-07-13 09:40:00,"CONCLUDED","CD_M20130141605","CD_V190","2013-07-13T09:40:00","CD_T30","CD_T130","CD_R201301416","2013-07-13T19:40:00","CARL V STK","#AFLBluesSaints","Carlton",NA,"CD_T30","CARL","Blues","St Kilda",NA,"CD_T130","STK","Saints","Melbourne","Marvel Stadium","VIC","Australia/Melbourne","CD_V190","MRVL",NA,NA,NA,NA,"Round 16","2013","CD_R201301416","Rd 16","CD_S2013014",16,"CONCLUDED","CD_M20130141605",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",6,NA,110,16,14,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",1,NA,74,10,14,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Cloudy.",13,"MOSTLY_SUNNY"
"Brisbane Lions Vs North Melbourne",2013-07-13 09:40:00,"CONCLUDED","CD_M20130141606","CD_V20","2013-07-13T09:40:00","CD_T20","CD_T100","CD_R201301416","2013-07-13T19:40:00","BL V NMFC","#AFLLionsNorth","Brisbane Lions",NA,"CD_T20","BL","Lions","North Melbourne",NA,"CD_T100","NMFC","Kangaroos","Brisbane","Gabba","QLD","Australia/Brisbane","CD_V20","G",NA,NA,NA,NA,"Round 16","2013","CD_R201301416","Rd 16","CD_S2013014",16,"CONCLUDED","CD_M20130141606",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",4,NA,117,18,9,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",0,NA,105,17,3,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Mostly fine though partly cloudy. ",16,"MOSTLY_CLEAR"
"Sydney Swans Vs GWS Giants",2013-07-14 03:10:00,"CONCLUDED","CD_M20130141607","CD_V60","2013-07-14T03:10:00","CD_T160","CD_T1010","CD_R201301416","2013-07-14T13:10:00","SYD V GWS","#AFLSwansGiants","Sydney Swans",NA,"CD_T160","SYD","Swans","GWS Giants",NA,"CD_T1010","GWS","Giants","Sydney","SCG","NSW","Australia/Sydney","CD_V60","SCG",NA,NA,NA,NA,"Round 16","2013","CD_R201301416","Rd 16","CD_S2013014",16,"CONCLUDED","CD_M20130141607",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",6,NA,171,24,27,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",4,NA,42,5,12,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Cloud increasing.",19,"RAIN"
"Western Bulldogs Vs Essendon",2013-07-14 05:20:00,"CONCLUDED","CD_M20130141608","CD_V190","2013-07-14T05:20:00","CD_T140","CD_T50","CD_R201301416","2013-07-14T15:20:00","WB V ESS","#AFLDogsDons","Western Bulldogs",NA,"CD_T140","WB","Bulldogs","Essendon",NA,"CD_T50","ESS","Bombers","Melbourne","Marvel Stadium","VIC","Australia/Melbourne","CD_V190","MRVL",NA,NA,NA,NA,"Round 16","2013","CD_R201301416","Rd 16","CD_S2013014",16,"CONCLUDED","CD_M20130141608",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",0,NA,90,14,6,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",4,NA,121,18,13,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Rain easing. Windy.",16,"RAIN"
"West Coast Eagles Vs Fremantle",2013-07-14 06:40:00,"CONCLUDED","CD_M20130141609","CD_V70","2013-07-14T06:40:00","CD_T150","CD_T60","CD_R201301416","2013-07-14T14:40:00","WCE V FRE","#AFLEaglesFreo","West Coast Eagles",NA,"CD_T150","WCE","Eagles","Fremantle",NA,"CD_T60","FRE","Freo","Perth","Domain Stadium","WA","Australia/Perth","CD_V70","DS",NA,NA,NA,NA,"Round 16","2013","CD_R201301416","Rd 16","CD_S2013014",16,"CONCLUDED","CD_M20130141609",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",1,NA,93,14,9,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",1,NA,121,19,7,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Possible shower.",21,"RAIN"
"North Melbourne Vs Carlton",2013-07-19 09:50:00,"CONCLUDED","CD_M20130141701","CD_V190","2013-07-19T09:50:00","CD_T100","CD_T30","CD_R201301417","2013-07-19T19:50:00","NMFC V CARL","#AFLNorthBlues","North Melbourne",NA,"CD_T100","NMFC","Kangaroos","Carlton",NA,"CD_T30","CARL","Blues","Melbourne","Marvel Stadium","VIC","Australia/Melbourne","CD_V190","MRVL",NA,NA,NA,NA,"Round 17","2013","CD_R201301417","Rd 17","CD_S2013014",17,"CONCLUDED","CD_M20130141701",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",2,NA,108,16,12,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",3,NA,109,16,13,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","A few showers. Chance storm.",14,"MOSTLY_SUNNY"
"Hawthorn Vs Western Bulldogs",2013-07-20 03:45:00,"CONCLUDED","CD_M20130141702","CD_V200","2013-07-20T03:45:00","CD_T80","CD_T140","CD_R201301417","2013-07-20T13:45:00","HAW V WB","#AFLHawksDogs","Hawthorn",NA,"CD_T80","HAW","Hawks","Western Bulldogs",NA,"CD_T140","WB","Bulldogs","Launceston","University of Tasmania Stadium","TAS","Australia/Hobart","CD_V200","UTAS",NA,NA,NA,NA,"Round 17","2013","CD_R201301417","Rd 17","CD_S2013014",17,"CONCLUDED","CD_M20130141702",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",3,NA,95,13,17,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",0,NA,76,11,10,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","A few showers.",12,"MOSTLY_SUNNY"
"GWS Giants Vs Essendon",2013-07-20 04:10:00,"CONCLUDED","CD_M20130141705","CD_V43","2013-07-20T04:10:00","CD_T1010","CD_T50","CD_R201301417","2013-07-20T14:10:00","GWS V ESS","#AFLGiantsDons","GWS Giants",NA,"CD_T1010","GWS","Giants","Essendon",NA,"CD_T50","ESS","Bombers","Sydney","GIANTS Stadium","NSW","Australia/Sydney","CD_V43","GS",NA,NA,NA,NA,"Round 17","2013","CD_R201301417","Rd 17","CD_S2013014",17,"CONCLUDED","CD_M20130141705",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",2,NA,77,11,11,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",4,NA,116,18,8,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Partly cloudy.",19,"OVERCAST"
"Gold Coast Suns Vs Collingwood",2013-07-20 06:40:00,"CONCLUDED","CD_M20130141704","CD_V81","2013-07-20T06:40:00","CD_T1000","CD_T40","CD_R201301417","2013-07-20T16:40:00","GCFC V COLL","#AFLSunsPies","Gold Coast Suns",NA,"CD_T1000","GCFC","Suns","Collingwood",NA,"CD_T40","COLL","Magpies","Gold Coast","Metricon Stadium","QLD","Australia/Brisbane","CD_V81","MS",NA,NA,NA,NA,"Round 17","2013","CD_R201301417","Rd 17","CD_S2013014",17,"CONCLUDED","CD_M20130141704",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",0,NA,85,13,7,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",4,NA,78,11,12,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Shower or two clearing.",23,"OVERCAST"
"St Kilda Vs Port Adelaide",2013-07-20 09:40:00,"CONCLUDED","CD_M20130141703","CD_V190","2013-07-20T09:40:00","CD_T130","CD_T110","CD_R201301417","2013-07-20T19:40:00","STK V PORT","#AFLSaintsPower","St Kilda",NA,"CD_T130","STK","Saints","Port Adelaide",NA,"CD_T110","PORT","Power","Melbourne","Marvel Stadium","VIC","Australia/Melbourne","CD_V190","MRVL",NA,NA,NA,NA,"Round 17","2013","CD_R201301417","Rd 17","CD_S2013014",17,"CONCLUDED","CD_M20130141703",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",2,NA,92,13,14,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",1,NA,97,14,13,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","A few showers.",8,"MOSTLY_SUNNY"
"Melbourne Vs Brisbane Lions",2013-07-20 09:40:00,"CONCLUDED","CD_M20130141706","CD_V160","2013-07-20T09:40:00","CD_T90","CD_T20","CD_R201301417","2013-07-20T19:10:00","MELB V BL","#AFLDeesLions","Melbourne",NA,"CD_T90","MELB","Demons","Brisbane Lions",NA,"CD_T20","BL","Lions","Darwin","TIO Stadium","NT","Australia/Darwin","CD_V160","TIO",NA,NA,NA,NA,"Round 17","2013","CD_R201301417","Rd 17","CD_S2013014",17,"CONCLUDED","CD_M20130141706",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",2,NA,75,11,9,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",6,NA,94,13,16,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Mainly fine",28,"MOSTLY_CLEAR"
"Richmond Vs Fremantle",2013-07-21 03:10:00,"CONCLUDED","CD_M20130141707","CD_V40","2013-07-21T03:10:00","CD_T120","CD_T60","CD_R201301417","2013-07-21T13:10:00","RICH V FRE","#AFLTigersFreo","Richmond",NA,"CD_T120","RICH","Tigers","Fremantle",NA,"CD_T60","FRE","Freo","Melbourne","MCG","VIC","Australia/Melbourne","CD_V40","MCG",NA,NA,NA,NA,"Round 17","2013","CD_R201301417","Rd 17","CD_S2013014",17,"CONCLUDED","CD_M20130141707",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",1,NA,84,12,12,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",1,NA,57,8,9,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Mostly cloudy.",9,"OVERCAST"
"Adelaide Crows Vs Geelong Cats",2013-07-21 05:20:00,"CONCLUDED","CD_M20130141708","CD_V10","2013-07-21T05:20:00","CD_T10","CD_T70","CD_R201301417","2013-07-21T14:50:00","ADEL V GEEL","#AFLCrowsCats","Adelaide Crows",NA,"CD_T10","ADEL","Crows","Geelong Cats",NA,"CD_T70","GEEL","Cats","Adelaide","AAMI Stadium","SA","Australia/Adelaide","CD_V10","AS",NA,NA,NA,NA,"Round 17","2013","CD_R201301417","Rd 17","CD_S2013014",17,"CONCLUDED","CD_M20130141708",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",1,NA,94,14,10,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",1,NA,92,14,8,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Partly cloudy. Scattered showers.",11,"OVERCAST"
"West Coast Eagles Vs Sydney Swans",2013-07-21 06:40:00,"CONCLUDED","CD_M20130141709","CD_V70","2013-07-21T06:40:00","CD_T150","CD_T160","CD_R201301417","2013-07-21T14:40:00","WCE V SYD","#AFLEaglesSwans","West Coast Eagles",NA,"CD_T150","WCE","Eagles","Sydney Swans",NA,"CD_T160","SYD","Swans","Perth","Domain Stadium","WA","Australia/Perth","CD_V70","DS",NA,NA,NA,NA,"Round 17","2013","CD_R201301417","Rd 17","CD_S2013014",17,"CONCLUDED","CD_M20130141709",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",3,NA,79,11,13,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",1,NA,113,17,11,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Partly cloudy.",16,"MOSTLY_SUNNY"
"Essendon Vs Hawthorn",2013-07-26 09:50:00,"CONCLUDED","CD_M20130141801","CD_V190","2013-07-26T09:50:00","CD_T50","CD_T80","CD_R201301418","2013-07-26T19:50:00","ESS V HAW","#AFLDonsHawks","Essendon",NA,"CD_T50","ESS","Bombers","Hawthorn",NA,"CD_T80","HAW","Hawks","Melbourne","Marvel Stadium","VIC","Australia/Melbourne","CD_V190","MRVL",NA,NA,NA,NA,"Round 18","2013","CD_R201301418","Rd 18","CD_S2013014",18,"CONCLUDED","CD_M20130141801",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",1,NA,87,13,9,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",0,NA,143,22,11,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Partly cloudy.",12,"MOSTLY_SUNNY"
"Gold Coast Suns Vs Carlton",2013-07-27 03:45:00,"CONCLUDED","CD_M20130141802","CD_V81","2013-07-27T03:45:00","CD_T1000","CD_T30","CD_R201301418","2013-07-27T13:45:00","GCFC V CARL","#AFLSunsBlues","Gold Coast Suns",NA,"CD_T1000","GCFC","Suns","Carlton",NA,"CD_T30","CARL","Blues","Gold Coast","Metricon Stadium","QLD","Australia/Brisbane","CD_V81","MS",NA,NA,NA,NA,"Round 18","2013","CD_R201301418","Rd 18","CD_S2013014",18,"CONCLUDED","CD_M20130141802",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",4,NA,77,11,11,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",8,NA,120,16,24,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Mostly fine, possible shower.",22,"MOSTLY_SUNNY"
"Melbourne Vs North Melbourne",2013-07-27 04:10:00,"CONCLUDED","CD_M20130141803","CD_V190","2013-07-27T04:10:00","CD_T90","CD_T100","CD_R201301418","2013-07-27T14:10:00","MELB V NMFC","#AFLDeesNorth","Melbourne",NA,"CD_T90","MELB","Demons","North Melbourne",NA,"CD_T100","NMFC","Kangaroos","Melbourne","Marvel Stadium","VIC","Australia/Melbourne","CD_V190","MRVL",NA,NA,NA,NA,"Round 18","2013","CD_R201301418","Rd 18","CD_S2013014",18,"CONCLUDED","CD_M20130141803",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",0,NA,28,4,4,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",3,NA,150,22,18,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Dry. Cloud increasing. Windy.",14,"SUNNY"
"Collingwood Vs GWS Giants",2013-07-27 06:40:00,"CONCLUDED","CD_M20130141804","CD_V40","2013-07-27T06:40:00","CD_T40","CD_T1010","CD_R201301418","2013-07-27T16:40:00","COLL V GWS","#AFLPiesGiants","Collingwood",NA,"CD_T40","COLL","Magpies","GWS Giants",NA,"CD_T1010","GWS","Giants","Melbourne","MCG","VIC","Australia/Melbourne","CD_V40","MCG",NA,NA,NA,NA,"Round 18","2013","CD_R201301418","Rd 18","CD_S2013014",18,"CONCLUDED","CD_M20130141804",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",4,NA,106,15,16,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",4,NA,66,10,6,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Dry. Cloud increasing. Windy.",15,"SUNNY"
"Geelong Cats Vs St Kilda",2013-07-27 09:40:00,"CONCLUDED","CD_M20130141805","CD_V30","2013-07-27T09:40:00","CD_T70","CD_T130","CD_R201301418","2013-07-27T19:40:00","GEEL V STK","#AFLCatsSaints","Geelong Cats",NA,"CD_T70","GEEL","Cats","St Kilda",NA,"CD_T130","STK","Saints","Geelong","GMHBA Stadium","VIC","Australia/Melbourne","CD_V30","GMHBA",NA,NA,NA,NA,"Round 18","2013","CD_R201301418","Rd 18","CD_S2013014",18,"CONCLUDED","CD_M20130141805",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",5,NA,137,21,11,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",0,NA,36,5,6,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Partly cloudy.",12,"MOSTLY_CLEAR"
"Fremantle Vs Adelaide Crows",2013-07-27 09:40:00,"CONCLUDED","CD_M20130141806","CD_V70","2013-07-27T09:40:00","CD_T60","CD_T10","CD_R201301418","2013-07-27T17:40:00","FRE V ADEL","#AFLFreoCrows","Fremantle",NA,"CD_T60","FRE","Freo","Adelaide Crows",NA,"CD_T10","ADEL","Crows","Perth","Domain Stadium","WA","Australia/Perth","CD_V70","DS",NA,NA,NA,NA,"Round 18","2013","CD_R201301418","Rd 18","CD_S2013014",18,"CONCLUDED","CD_M20130141806",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",2,NA,75,11,9,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",0,NA,53,7,11,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Morning storms. Showers.",15,"OVERCAST"
"Port Adelaide Vs Brisbane Lions",2013-07-28 03:10:00,"CONCLUDED","CD_M20130141807","CD_V10","2013-07-28T03:10:00","CD_T110","CD_T20","CD_R201301418","2013-07-28T12:40:00","PORT V BL","#AFLPowerLions","Port Adelaide",NA,"CD_T110","PORT","Power","Brisbane Lions",NA,"CD_T20","BL","Lions","Adelaide","AAMI Stadium","SA","Australia/Adelaide","CD_V10","AS",NA,NA,NA,NA,"Round 18","2013","CD_R201301418","Rd 18","CD_S2013014",18,"CONCLUDED","CD_M20130141807",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",3,NA,71,9,17,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",0,NA,62,9,8,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Possible shower.",19,"SUNNY"
"Western Bulldogs Vs West Coast Eagles",2013-07-28 05:20:00,"CONCLUDED","CD_M20130141808","CD_V190","2013-07-28T05:20:00","CD_T140","CD_T150","CD_R201301418","2013-07-28T15:20:00","WB V WCE","#AFLDogsEagles","Western Bulldogs",NA,"CD_T140","WB","Bulldogs","West Coast Eagles",NA,"CD_T150","WCE","Eagles","Melbourne","Marvel Stadium","VIC","Australia/Melbourne","CD_V190","MRVL",NA,NA,NA,NA,"Round 18","2013","CD_R201301418","Rd 18","CD_S2013014",18,"CONCLUDED","CD_M20130141808",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",2,NA,111,16,15,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",2,NA,89,13,11,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Clear. Cool.",16,"MOSTLY_SUNNY"
"Sydney Swans Vs Richmond",2013-07-28 06:40:00,"CONCLUDED","CD_M20130141809","CD_V60","2013-07-28T06:40:00","CD_T160","CD_T120","CD_R201301418","2013-07-28T16:40:00","SYD V RICH","#AFLSwansTigers","Sydney Swans",NA,"CD_T160","SYD","Swans","Richmond",NA,"CD_T120","RICH","Tigers","Sydney","SCG","NSW","Australia/Sydney","CD_V60","SCG",NA,NA,NA,NA,"Round 18","2013","CD_R201301418","Rd 18","CD_S2013014",18,"CONCLUDED","CD_M20130141809",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",3,NA,110,16,14,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",1,NA,63,9,9,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Sunny, Mild.",18,"MOSTLY_SUNNY"
"North Melbourne Vs Geelong Cats",2013-08-02 09:50:00,"CONCLUDED","CD_M20130141901","CD_V190","2013-08-02T09:50:00","CD_T100","CD_T70","CD_R201301419","2013-08-02T19:50:00","NMFC V GEEL","#AFLNorthCats","North Melbourne",NA,"CD_T100","NMFC","Kangaroos","Geelong Cats",NA,"CD_T70","GEEL","Cats","Melbourne","Marvel Stadium","VIC","Australia/Melbourne","CD_V190","MRVL",NA,NA,NA,NA,"Round 19","2013","CD_R201301419","Rd 19","CD_S2013014",19,"CONCLUDED","CD_M20130141901",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",2,NA,96,15,6,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",1,NA,86,13,8,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Shower or two.",10,"MOSTLY_CLEAR"
"GWS Giants Vs Melbourne",2013-08-03 03:45:00,"CONCLUDED","CD_M20130141902","CD_V43","2013-08-03T03:45:00","CD_T1010","CD_T90","CD_R201301419","2013-08-03T13:45:00","GWS V MELB","#AFLGiantsDees","GWS Giants",NA,"CD_T1010","GWS","Giants","Melbourne",NA,"CD_T90","MELB","Demons","Sydney","GIANTS Stadium","NSW","Australia/Sydney","CD_V43","GS",NA,NA,NA,NA,"Round 19","2013","CD_R201301419","Rd 19","CD_S2013014",19,"CONCLUDED","CD_M20130141902",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",1,NA,124,19,10,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",5,NA,87,12,15,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Mostly sunny.",15,"MOSTLY_SUNNY"
