"match.name","match.date","match.status","match.matchId","match.venue","match.utcStartTime","match.homeTeamId","match.awayTeamId","match.round","match.venueLocalStartTime","match.abbr","match.twitterHashTag","match.homeTeam.name","match.homeTeam.timeZone","match.homeTeam.teamId","match.homeTeam.abbr","match.homeTeam.nickname","match.awayTeam.name","match.awayTeam.timeZone","match.awayTeam.teamId","match.awayTeam.abbr","match.awayTeam.nickname","venue.address","venue.name","venue.state","venue.timeZone","venue.venueId","venue.abbreviation","venue.capacity","venue.groundDimension","venue.latitude","venue.longitude","round.name","round.year","round.roundId","round.abbreviation","round.competitionId","round.roundNumber","status","matchId","scoreWorm","scoreMap","homeTeamScoreChart","awayTeamScoreChart","lastUpdated","homeTeamScore.periodScore","homeTeamScore.rushedBehinds","homeTeamScore.minutesInFront","homeTeamScore.matchScore.totalScore","homeTeamScore.matchScore.goals","homeTeamScore.matchScore.behinds","homeTeamScore.matchScore.superGoals","awayTeamScore.periodScore","awayTeamScore.rushedBehinds","awayTeamScore.minutesInFront","awayTeamScore.matchScore.totalScore","awayTeamScore.matchScore.goals","awayTeamScore.matchScore.behinds","awayTeamScore.matchScore.superGoals","matchClock.periods","weather.description","weather.tempInCelsius","weather.weatherType"
"Collingwood Vs West Coast Eagles",2013-08-23 09:50:00,"CONCLUDED","CD_M20130142201","CD_V40","2013-08-23T09:50:00","CD_T40","CD_T150","CD_R201301422","2013-08-23T19:50:00","COLL V WCE","#AFLPiesEagles","Collingwood",NA,"CD_T40","COLL","Magpies","West Coast Eagles",NA,"CD_T150","WCE","Eagles","Melbourne","MCG","VIC","Australia/Melbourne","CD_V40","MCG",NA,NA,NA,NA,"Round 22","2013","CD_R201301422","Rd 22","CD_S2013014",22,"CONCLUDED","CD_M20130142201",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",1,NA,101,15,11,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",2,NA,39,5,9,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Shower or two.",13,"MOSTLY_SUNNY"
"Adelaide Crows Vs Melbourne",2013-08-24 03:45:00,"CONCLUDED","CD_M20130142202","CD_V10","2013-08-24T03:45:00","CD_T10","CD_T90","CD_R201301422","2013-08-24T13:15:00","ADEL V MELB","#AFLCrowsDees","Adelaide Crows",NA,"CD_T10","ADEL","Crows","Melbourne",NA,"CD_T90","MELB","Demons","Adelaide","AAMI Stadium","SA","Australia/Adelaide","CD_V10","AS",NA,NA,NA,NA,"Round 22","2013","CD_R201301422","Rd 22","CD_S2013014",22,"CONCLUDED","CD_M20130142202",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",4,NA,120,18,12,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",2,NA,52,7,10,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Mostly cloudy.",15,"OVERCAST"
"North Melbourne Vs Hawthorn",2013-08-24 04:10:00,"CONCLUDED","CD_M20130142203","CD_V190","2013-08-24T04:10:00","CD_T100","CD_T80","CD_R201301422","2013-08-24T14:10:00","NMFC V HAW","#AFLNorthHawks","North Melbourne",NA,"CD_T100","NMFC","Kangaroos","Hawthorn",NA,"CD_T80","HAW","Hawks","Melbourne","Marvel Stadium","VIC","Australia/Melbourne","CD_V190","MRVL",NA,NA,NA,NA,"Round 22","2013","CD_R201301422","Rd 22","CD_S2013014",22,"CONCLUDED","CD_M20130142203",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",6,NA,103,15,13,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",4,NA,117,17,15,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Mostly cloudy.",15,"OVERCAST"
"Geelong Cats Vs Sydney Swans",2013-08-24 06:40:00,"CONCLUDED","CD_M20130142204","CD_V30","2013-08-24T06:40:00","CD_T70","CD_T160","CD_R201301422","2013-08-24T16:40:00","GEEL V SYD","#AFLCatsSwans","Geelong Cats",NA,"CD_T70","GEEL","Cats","Sydney Swans",NA,"CD_T160","SYD","Swans","Geelong","GMHBA Stadium","VIC","Australia/Melbourne","CD_V30","GMHBA",NA,NA,NA,NA,"Round 22","2013","CD_R201301422","Rd 22","CD_S2013014",22,"CONCLUDED","CD_M20130142204",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",1,NA,92,13,14,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",0,NA,48,7,6,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Partly cloudy.",15,"WINDY_RAIN"
"Carlton Vs Essendon",2013-08-24 09:40:00,"CONCLUDED","CD_M20130142205","CD_V40","2013-08-24T09:40:00","CD_T30","CD_T50","CD_R201301422","2013-08-24T19:40:00","CARL V ESS","#AFLBluesDons","Carlton",NA,"CD_T30","CARL","Blues","Essendon",NA,"CD_T50","ESS","Bombers","Melbourne","MCG","VIC","Australia/Melbourne","CD_V40","MCG",NA,NA,NA,NA,"Round 22","2013","CD_R201301422","Rd 22","CD_S2013014",22,"CONCLUDED","CD_M20130142205",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",2,NA,76,9,22,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",1,NA,82,12,10,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Partly cloudy.",14,"MOSTLY_CLEAR"
"Fremantle Vs Port Adelaide",2013-08-24 09:40:00,"CONCLUDED","CD_M20130142206","CD_V70","2013-08-24T09:40:00","CD_T60","CD_T110","CD_R201301422","2013-08-24T17:40:00","FRE V PORT","#AFLFreoPower","Fremantle",NA,"CD_T60","FRE","Freo","Port Adelaide",NA,"CD_T110","PORT","Power","Perth","Domain Stadium","WA","Australia/Perth","CD_V70","DS",NA,NA,NA,NA,"Round 22","2013","CD_R201301422","Rd 22","CD_S2013014",22,"CONCLUDED","CD_M20130142206",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",1,NA,134,21,8,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",2,NA,60,9,6,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Sunny.",19,"OVERCAST"
"St Kilda Vs Gold Coast Suns",2013-08-25 03:10:00,"CONCLUDED","CD_M20130142207","CD_V190","2013-08-25T03:10:00","CD_T130","CD_T1000","CD_R201301422","2013-08-25T13:10:00","STK V GCFC","#AFLSaintsSuns","St Kilda",NA,"CD_T130","STK","Saints","Gold Coast Suns",NA,"CD_T1000","GCFC","Suns","Melbourne","Marvel Stadium","VIC","Australia/Melbourne","CD_V190","MRVL",NA,NA,NA,NA,"Round 22","2013","CD_R201301422","Rd 22","CD_S2013014",22,"CONCLUDED","CD_M20130142207",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",4,NA,116,17,14,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",3,NA,70,10,10,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Mostly cloudy.",17,"OVERCAST"
"GWS Giants Vs Richmond",2013-08-25 05:20:00,"CONCLUDED","CD_M20130142208","CD_V43","2013-08-25T05:20:00","CD_T1010","CD_T120","CD_R201301422","2013-08-25T15:20:00","GWS V RICH","#AFLGiantsTigers","GWS Giants",NA,"CD_T1010","GWS","Giants","Richmond",NA,"CD_T120","RICH","Tigers","Sydney","GIANTS Stadium","NSW","Australia/Sydney","CD_V43","GS",NA,NA,NA,NA,"Round 22","2013","CD_R201301422","Rd 22","CD_S2013014",22,"CONCLUDED","CD_M20130142208",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",3,NA,42,6,6,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",1,NA,163,25,13,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Sunny.",23,"MOSTLY_SUNNY"
"Brisbane Lions Vs Western Bulldogs",2013-08-25 06:40:00,"CONCLUDED","CD_M20130142209","CD_V20","2013-08-25T06:40:00","CD_T20","CD_T140","CD_R201301422","2013-08-25T16:40:00","BL V WB","#AFLLionsDogs","Brisbane Lions",NA,"CD_T20","BL","Lions","Western Bulldogs",NA,"CD_T140","WB","Bulldogs","Brisbane","Gabba","QLD","Australia/Brisbane","CD_V20","G",NA,NA,NA,NA,"Round 22","2013","CD_R201301422","Rd 22","CD_S2013014",22,"CONCLUDED","CD_M20130142209",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",2,NA,100,15,10,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",2,NA,93,13,15,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Passing Clouds. Mild.",22,"MOSTLY_SUNNY"
"Sydney Swans Vs Hawthorn",2013-08-30 09:50:00,"CONCLUDED","CD_M20130142302","CD_V9","2013-08-30T09:50:00","CD_T160","CD_T80","CD_R201301423","2013-08-30T19:50:00","SYD V HAW","#AFLSwansHawks","Sydney Swans",NA,"CD_T160","SYD","Swans","Hawthorn",NA,"CD_T80","HAW","Hawks","Sydney","Accor Stadium","NSW","Australia/Sydney","CD_V9","ASA",NA,NA,NA,NA,"Round 23","2013","CD_R201301423","Rd 23","CD_S2013014",23,"CONCLUDED","CD_M20130142302",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",1,NA,100,16,4,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",2,NA,112,17,10,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Clear.",20,"CLEAR_NIGHT"
"St Kilda Vs Fremantle",2013-08-31 03:45:00,"CONCLUDED","CD_M20130142304","CD_V190","2013-08-31T03:45:00","CD_T130","CD_T60","CD_R201301423","2013-08-31T13:45:00","STK V FRE","#AFLSaintsFreo","St Kilda",NA,"CD_T130","STK","Saints","Fremantle",NA,"CD_T60","FRE","Freo","Melbourne","Marvel Stadium","VIC","Australia/Melbourne","CD_V190","MRVL",NA,NA,NA,NA,"Round 23","2013","CD_R201301423","Rd 23","CD_S2013014",23,"CONCLUDED","CD_M20130142304",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",2,NA,112,16,16,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",1,NA,41,6,5,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Sunny.",20,"SUNNY"
"Geelong Cats Vs Brisbane Lions",2013-08-31 04:10:00,"CONCLUDED","CD_M20130142309","CD_V30","2013-08-31T04:10:00","CD_T70","CD_T20","CD_R201301423","2013-08-31T14:10:00","GEEL V BL","#AFLCatsLions","Geelong Cats",NA,"CD_T70","GEEL","Cats","Brisbane Lions",NA,"CD_T20","BL","Lions","Geelong","GMHBA Stadium","VIC","Australia/Melbourne","CD_V30","GMHBA",NA,NA,NA,NA,"Round 23","2013","CD_R201301423","Rd 23","CD_S2013014",23,"CONCLUDED","CD_M20130142309",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",4,NA,112,15,22,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",1,NA,111,17,9,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Sunny.",20,"SUNNY"
"Port Adelaide Vs Carlton",2013-08-31 06:40:00,"CONCLUDED","CD_M20130142301","CD_V10","2013-08-31T06:40:00","CD_T110","CD_T30","CD_R201301423","2013-08-31T16:10:00","PORT V CARL","#AFLPowerBlues","Port Adelaide",NA,"CD_T110","PORT","Power","Carlton",NA,"CD_T30","CARL","Blues","Adelaide","AAMI Stadium","SA","Australia/Adelaide","CD_V10","AS",NA,NA,NA,NA,"Round 23","2013","CD_R201301423","Rd 23","CD_S2013014",23,"CONCLUDED","CD_M20130142301",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",4,NA,103,15,13,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",3,NA,104,15,14,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Sunny.",25,"MOSTLY_SUNNY"
"Essendon Vs Richmond",2013-08-31 09:40:00,"CONCLUDED","CD_M20130142306","CD_V40","2013-08-31T09:40:00","CD_T50","CD_T120","CD_R201301423","2013-08-31T19:40:00","ESS V RICH","#AFLDonsTigers","Essendon",NA,"CD_T50","ESS","Bombers","Richmond",NA,"CD_T120","RICH","Tigers","Melbourne","MCG","VIC","Australia/Melbourne","CD_V40","MCG",NA,NA,NA,NA,"Round 23","2013","CD_R201301423","Rd 23","CD_S2013014",23,"CONCLUDED","CD_M20130142306",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",3,NA,65,9,11,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",3,NA,104,15,14,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Passing Clouds. Mild.",20,"MOSTLY_CLEAR"
"West Coast Eagles Vs Adelaide Crows",2013-08-31 10:10:00,"CONCLUDED","CD_M20130142308","CD_V70","2013-08-31T10:10:00","CD_T150","CD_T10","CD_R201301423","2013-08-31T18:10:00","WCE V ADEL","#AFLEaglesCrows","West Coast Eagles",NA,"CD_T150","WCE","Eagles","Adelaide Crows",NA,"CD_T10","ADEL","Crows","Perth","Domain Stadium","WA","Australia/Perth","CD_V70","DS",NA,NA,NA,NA,"Round 23","2013","CD_R201301423","Rd 23","CD_S2013014",23,"CONCLUDED","CD_M20130142308",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",4,NA,43,5,13,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",6,NA,129,19,15,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Scattered Clouds. Mild.",20,"MOSTLY_SUNNY"
"Gold Coast Suns Vs GWS Giants",2013-09-01 03:10:00,"CONCLUDED","CD_M20130142305","CD_V81","2013-09-01T03:10:00","CD_T1000","CD_T1010","CD_R201301423","2013-09-01T13:10:00","GCFC V GWS","#AFLSunsGiants","Gold Coast Suns",NA,"CD_T1000","GCFC","Suns","GWS Giants",NA,"CD_T1010","GWS","Giants","Gold Coast","Metricon Stadium","QLD","Australia/Brisbane","CD_V81","MS",NA,NA,NA,NA,"Round 23","2013","CD_R201301423","Rd 23","CD_S2013014",23,"CONCLUDED","CD_M20130142305",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",1,NA,146,22,14,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",0,NA,63,9,9,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Mostly fine, possible shower.",25,"OVERCAST"
"Collingwood Vs North Melbourne",2013-09-01 05:20:00,"CONCLUDED","CD_M20130142307","CD_V40","2013-09-01T05:20:00","CD_T40","CD_T100","CD_R201301423","2013-09-01T15:20:00","COLL V NMFC","#AFLPiesNorth","Collingwood",NA,"CD_T40","COLL","Magpies","North Melbourne",NA,"CD_T100","NMFC","Kangaroos","Melbourne","MCG","VIC","Australia/Melbourne","CD_V40","MCG",NA,NA,NA,NA,"Round 23","2013","CD_R201301423","Rd 23","CD_S2013014",23,"CONCLUDED","CD_M20130142307",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",3,NA,114,17,12,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",3,NA,125,19,11,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Mostly sunny.",24,"SUNNY"
"Western Bulldogs Vs Melbourne",2013-09-01 06:40:00,"CONCLUDED","CD_M20130142303","CD_V190","2013-09-01T06:40:00","CD_T140","CD_T90","CD_R201301423","2013-09-01T16:40:00","WB V MELB","#AFLDogsDees","Western Bulldogs",NA,"CD_T140","WB","Bulldogs","Melbourne",NA,"CD_T90","MELB","Demons","Melbourne","Marvel Stadium","VIC","Australia/Melbourne","CD_V190","MRVL",NA,NA,NA,NA,"Round 23","2013","CD_R201301423","Rd 23","CD_S2013014",23,"CONCLUDED","CD_M20130142303",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",1,NA,107,16,11,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",1,NA,87,13,9,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Mostly sunny.",22,"SUNNY"
"Hawthorn Vs Sydney Swans",2013-09-06 09:50:00,"CONCLUDED","CD_M20130142401","CD_V40","2013-09-06T09:50:00","CD_T80","CD_T160","CD_R201301424","2013-09-06T19:50:00","HAW V SYD","#AFLHawksSwans","Hawthorn",NA,"CD_T80","HAW","Hawks","Sydney Swans",NA,"CD_T160","SYD","Swans","Melbourne","MCG","VIC","Australia/Melbourne","CD_V40","MCG",NA,NA,NA,NA,"Finals Week 1","2013","CD_R201301424","FW1","CD_S2013014",24,"CONCLUDED","CD_M20130142401",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",5,NA,105,15,15,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",1,NA,51,7,9,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Partly cloudy. ",14,"MOSTLY_CLEAR"
"Geelong Cats Vs Fremantle",2013-09-07 04:20:00,"CONCLUDED","CD_M20130142402","CD_V30","2013-09-07T04:20:00","CD_T70","CD_T60","CD_R201301424","2013-09-07T14:20:00","GEEL V FRE","#AFLCatsFreo","Geelong Cats",NA,"CD_T70","GEEL","Cats","Fremantle",NA,"CD_T60","FRE","Freo","Geelong","GMHBA Stadium","VIC","Australia/Melbourne","CD_V30","GMHBA",NA,NA,NA,NA,"Finals Week 1","2013","CD_R201301424","FW1","CD_S2013014",24,"CONCLUDED","CD_M20130142402",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",7,NA,72,9,18,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",5,NA,87,12,15,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Shower or two.",15,"RAIN"
"Collingwood Vs Port Adelaide",2013-09-07 09:45:00,"CONCLUDED","CD_M20130142403","CD_V40","2013-09-07T09:45:00","CD_T40","CD_T110","CD_R201301424","2013-09-07T19:45:00","COLL V PORT","#AFLPiesPower","Collingwood",NA,"CD_T40","COLL","Magpies","Port Adelaide",NA,"CD_T110","PORT","Power","Melbourne","MCG","VIC","Australia/Melbourne","CD_V40","MCG",NA,NA,NA,NA,"Finals Week 1","2013","CD_R201301424","FW1","CD_S2013014",24,"CONCLUDED","CD_M20130142403",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",2,NA,63,9,9,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",4,NA,87,12,15,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Shower or two developing.",13,"MOSTLY_SUNNY"
"Richmond Vs Carlton",2013-09-08 05:20:00,"CONCLUDED","CD_M20130142404","CD_V40","2013-09-08T05:20:00","CD_T120","CD_T30","CD_R201301424","2013-09-08T15:20:00","RICH V CARL","#AFLTigersBlues","Richmond",NA,"CD_T120","RICH","Tigers","Carlton",NA,"CD_T30","CARL","Blues","Melbourne","MCG","VIC","Australia/Melbourne","CD_V40","MCG",NA,NA,NA,NA,"Finals Week 1","2013","CD_R201301424","FW1","CD_S2013014",24,"CONCLUDED","CD_M20130142404",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",4,NA,96,14,12,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",2,NA,116,18,8,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Partly cloudy.",18,"OVERCAST"
"Geelong Cats Vs Port Adelaide",2013-09-13 09:50:00,"CONCLUDED","CD_M20130142501","CD_V40","2013-09-13T09:50:00","CD_T70","CD_T110","CD_R201301425","2013-09-13T19:50:00","GEEL V PORT","#AFLCatsPower","Geelong Cats",NA,"CD_T70","GEEL","Cats","Port Adelaide",NA,"CD_T110","PORT","Power","Melbourne","MCG","VIC","Australia/Melbourne","CD_V40","MCG",NA,NA,NA,NA,"Semi Finals","2013","CD_R201301425","SF","CD_S2013014",25,"CONCLUDED","CD_M20130142501",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",5,NA,96,13,18,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",1,NA,80,12,8,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Clear. Cool.",13,"MOSTLY_CLEAR"
"Sydney Swans Vs Carlton",2013-09-14 09:45:00,"CONCLUDED","CD_M20130142502","CD_V9","2013-09-14T09:45:00","CD_T160","CD_T30","CD_R201301425","2013-09-14T19:45:00","SYD V CARL","#AFLSwansBlues","Sydney Swans",NA,"CD_T160","SYD","Swans","Carlton",NA,"CD_T30","CARL","Blues","Sydney","Accor Stadium","NSW","Australia/Sydney","CD_V9","ASA",NA,NA,NA,NA,"Semi Finals","2013","CD_R201301425","SF","CD_S2013014",25,"CONCLUDED","CD_M20130142502",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",2,NA,86,13,8,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",3,NA,62,8,14,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Partly cloudy.",17,"MOSTLY_SUNNY"
"Hawthorn Vs Geelong Cats",2013-09-20 09:50:00,"CONCLUDED","CD_M20130142601","CD_V40","2013-09-20T09:50:00","CD_T80","CD_T70","CD_R201301426","2013-09-20T19:50:00","HAW V GEEL","#AFLHawksCats","Hawthorn",NA,"CD_T80","HAW","Hawks","Geelong Cats",NA,"CD_T70","GEEL","Cats","Melbourne","MCG","VIC","Australia/Melbourne","CD_V40","MCG",NA,NA,NA,NA,"Preliminary Finals","2013","CD_R201301426","PF","CD_S2013014",26,"CONCLUDED","CD_M20130142601",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",5,NA,102,14,18,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",3,NA,97,15,7,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Shower or two clearing.",12,"MOSTLY_SUNNY"
